Course Title,Rating
Fraud Detection on Financial Transactions with Machine Learning on Google Cloud,1
Free Will and Neuroscience,1
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,1
From Climate Science to Action,2
From Excel to Power BI,1
From Freedom Rides to Ferguson: Narratives of Nonviolence in the American Civil Rights Movement,2
From Likes to Leads: Interact with Customers Online,1
From the Big Bang to Dark Energy,1
Front-End Developer Capstone ,1
Frontend Development using React,1
Frontend Development using React  Specialization,1
Frontend for Java Full Stack Development,1
Frontiers in Dentistry,2
Frontières en tous genres,2
Frozen in the Ice: Exploring the Arctic,1
Full Stack Cloud Development Capstone Project,2
Full Stack Software Developer Assessment,2
Full Stack Web Development en Español Specialization,1
Funciones algebraicas y trascendentes ,1
Functional Programming Principles in Scala,2
Functional Programming Principles in Scala (Scala 2 version),2
Functional Programming in Scala Specialization,2
"Functions, Methods, and Interfaces in Go",2
Fundamental Human Physiology in Sports Medicine,1
Fundamental Neural Pathways For Movement,1
Fundamental Neuroscience for Neuroimaging,1
Fundamental Privacy Acts and Laws,1
Fundamental Skills in Bioinformatics,3
Fundamental Skills in Engineering Design,3
Fundamental Sports related Musculoskeletal Anatomy,1
Fundamentals for Implementing a Hypertension Program,1
Fundamentals of Accounting  Specialization,1
Fundamentals of Accounting and Reporting,1
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,2
Fundamentals of Big Data,1
Fundamentals of Business Analysis ,1
"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",1
Fundamentals of Cloud Computing,1
Fundamentals of Computer Network Security Specialization,1
Fundamentals of Computing Specialization,3
Fundamentals of Credit Analysis ,1
Fundamentals of Data Governance,1
Fundamentals of Data Warehousing,1
Fundamentals of Database Systems,1
Fundamentals of Digital Image and Video Processing,4
Fundamentals of Diversity,3
Fundamentals of Engineering Exam Review,1
Fundamentals of Equities,1
Fundamentals of Finance,1
Fundamentals of Flight mechanics Specialization,1
Fundamentals of Fluid Power,1
Fundamentals of Fluid-Solid Interactions,1
Fundamentals of GIS,3
Fundamentals of Global Energy Business,2
Fundamentals of Good Clinical Practice: Prep and Personnel,2
Fundamentals of Good Clinical Practice: Recruitment & Trial,1
Fundamentals of Graphic Design,5
Fundamentals of Immunology Specialization,1
Fundamentals of Immunology: Death by Friendly Fire,2
Fundamentals of Immunology: Dueling with the Dark Side,1
Fundamentals of Immunology: Innate Immunity and B-Cell Function,2
Fundamentals of Immunology: T Cells and Signaling,1
Fundamentals of International Business,2
Fundamentals of Investing,1
Fundamentals of Java Programming,3
Fundamentals of Kubernetes Deployment,1
Fundamentals of Machine Learning for Healthcare,3
Fundamentals of Machine Learning in Finance,1
Fundamentals of Macroscopic and Microscopic Thermodynamics,1
Fundamentals of Materials Science,1
Fundamentals of Music Theory,1
Fundamentals of Network Communication,2
Fundamentals of Project Planning and Management,2
Fundamentals of Quantitative Modeling,2
Fundamentals of Red Hat Enterprise Linux,2
Fundamentals of Red Hat Enterprise Linux 9,1
Fundamentals of Rehearsing Music Ensembles,1
Fundamentals of Reinforcement Learning,2
Fundamentals of Scalable Data Science,3
Fundamentals of Semiconductor Characterization,1
Fundamentals of Software Architecture for Big Data,2
Fundamentals of Speechwriting,1
Fundamentals of Technology Sales,1
Fundamentals of Visualization with Tableau,2
Fundamentals of Web Development,1
Fundamentals of entrepreneurship in the family business,1
Fundamentals of financial and management accounting,2
Fundamentals of particle accelerator technology  (NPAP MOOC),1
Fundamentals of waves and vibrations,1
Fundamentos Estratégicos Empresariales Specialization,1
Fundamentos de Derecho Mercantil Internacional,2
Fundamentos de Excel para Negocios,2
Fundamentos de Finanzas Empresariales ,2
Fundamentos de Inteligência Artificial para Finanças,1
Fundamentos de UX y de los requisitos de software Specialization,1
Fundamentos de la Ingeniería de Requisitos,1
Fundamentos de la Psicología Specialization,1
Fundamentos de la ciberseguridad,1
Fundamentos de la escritura,2
Fundamentos de la escritura académica,2
Fundamentos de la gestión de proyectos,1
Fundamentos de la gestión del talento humano,1
Fundamentos del Emprendimiento: Pensamiento y Acción,1
Fundamentos del marketing digital y comercio electrónico,1
Fundamentos do Google para o Ensino,1
Fundamentos do Suporte Técnico,3
Fundamentos do design da experiência do usuário (UX),1
Fundamentos do gerenciamento de projetos,1
"Fundamentos: dados, dados, em todos os lugares",1
Fundraising and Development Foundations,1
Fundraising and Development Specialization,1
Future Ready Company Specialization,1
Futures Thinking,1
Futures Thinking Specialization,4
Física: Dimensión y Movimiento,1
"Física: Vectores, Trabajo y Energía",1
GIS Data Acquisition and Map Design,2
"GIS Data Formats, Design and Quality",2
"GIS, Mapping, and Spatial Analysis Capstone",1
"GIS, Mapping, and Spatial Analysis Specialization",2
GPT Vision: Seeing the World through Generative AI,3
GPU Programming Specialization,2
"Gabriel García Márquez entre el poder, la historia y el amor",1
Game Design Document: Define the Art & Concepts,2
Game Design and Development 1: 2D Shooter,1
Game Design and Development 3: 3D Shooter,1
Game Design and Development with Unity 2020 Specialization,2
Game Design: Art and Concepts Specialization,2
Game Theory,5
Game Theory II: Advanced Applications,3
Game Theory with Python,1
Game-Theoretic Solution Concept with Spreadsheets,1
Games without Chance: Combinatorial Game Theory ,1
Gamification,4
Gamification Learning with Genially,2
Gathering and Developing the News,1
GenAI for Everyone,2
Gender Analytics for Innovation,1
Gender Analytics: Gender Equity through Inclusive Design Specialization,5
Gender Equality,2
Gender Foundations in Health Data: A Data for Health Course,1
Gender and Sexuality: Diversity and Inclusion in the Workplace,1
"Gender, Family, and Social Change in Contemporary South Korea",2
General Chemistry: Concept Development and Application,1
Generalized Linear Models and Nonparametric Regression,1
Generative AI Essentials: Overview and Impact,2
Generative AI Fundamentals Specialization,2
Generative AI Primer,1
Generative AI Teach-Out,1
Generative AI for Data Scientists Specialization,2
Generative AI for Everyone,1
Generative AI for Leaders,1
Generative AI for Software Developers Specialization,1
Generative AI in Education,2
Generative AI with Large Language Models,2
Generative AI with Vertex AI: Getting Started,1
Generative AI with Vertex AI: Prompt Design,1
Generative AI: Business Transformation and Career Growth,1
Generative AI: Foundation Models and Platforms,1
"Generative AI: Impact, Considerations, and Ethical Issues",1
Generative AI: Introduction and Applications,2
Generative AI: Prompt Engineering Basics,1
Generative AI: Elevate your Software Development Career,1
Generative Adversarial Networks (GANs) Specialization,4
Generative Deep Learning with TensorFlow,2
Generative Design for Additive Manufacturing,1
Generative Design for Industrial Applications,1
Generative Design for Part Consolidation,1
Generative Design for Performance and Weight Reduction,1
Generative Pre-trained Transformers (GPT),1
Genetic Epidemiology Foundations,1
Genetics and Society: A Course for Educators,1
Genome Sequencing (Bioinformatics II),1
Genomic Data Science Specialization,3
Genomic Data Science and Clustering (Bioinformatics V),3
Genomics for Law,2
Genomics: Decoding the Universal Language of Life,4
"Genre : quels enjeux ? Violences, globalisation, biomédecine, sexualités.",2
Geodesign: Change Your World,1
Geographic Information Systems  (GIS) Specialization,2
Geographical Information Systems - Part 1,1
Geographical Information Systems - Part 2,1
Geometría Analítica Preuniversitaria,1
Geopolítica e seus Movimentos Interculturais,1
Geopolítica y gobernanza global: riesgos y oportunidades,2
Gestion de projet de Google  Professional Certificate,3
Gestion et Politique de l'eau ,3
Gestión Empresarial Exitosa para Pymes,2
Gestión con enfoque en riesgos en proyectos de desarrollo,2
Gestión de Proyectos,1
Gestión de Proyectos Specialization,2
Gestión de Proyectos de Google Professional Certificate,3
"Gestión de la Diversidad, Equidad, Inclusión y Pertenencia",1
Gestión de la comunicación interna en las organizaciones,1
Gestión de las empresas de alimentación y bebidas,1
Gestión de organizaciones efectivas,2
Gestión de redes sociales,3
Gestión del estrés y Mindfulness,1
Gestión del talento humano,1
Gestión estratégica de Escuelas en Contextos Rurales,2
Gestión integral del riesgo de desastres,1
Gestão de Operações,2
Gestão para a Aprendizagem: Módulo Gestão Estratégica,1
Get Interactive: Practical Teaching with Technology,3
Get Organized: How to be a Together Teacher,2
Get Started with Facebook Business Manager ,1
Get Started with Facebook Messenger for a Business  ,1
Get Started with Figma,1
Get Started with Generative AI Studio,1
Get Started with Python,2
Get started with Instagram for Business,1
Get started with Upwork,1
GetVirtual: How to Launch Your Online Business,2
Getting Started With Music Theory,1
Getting Started in Microsoft SharePoint ,1
Getting Started on Mainframe with z/OS Commands and Panels,1
Getting Started with Automation 360,1
Getting Started with Azure,1
Getting Started with Chef Cookbooks,1
Getting Started with Cloud Data Fusion,1
Getting Started with Cloud Shell and gcloud,1
Getting Started with CyberGIS,1
Getting Started with Data Analytics on AWS,3
Getting Started with Data Visualization in R,1
Getting Started with Data Warehousing and BI Analytics,1
Getting Started with Elasticsearch on Google Cloud,1
Getting Started with Essay Writing,1
Getting Started with Eventbrite,1
Getting Started with Front-End and Web Development,1
Getting Started with Generative AI API Specialization,1
Getting Started with Git and GitHub,3
Getting Started with Go,4
Getting Started with Google Kubernetes Engine,1
Getting Started with Google Kubernetes Engine - Español,1
Getting Started with Google Kubernetes Engine - 日本語版,1
Getting Started with Google Workspace en Español Specialization,1
Getting Started with IPv6,1
Getting Started with Junos Operating System,1
Getting Started with Leadership,1
Getting Started with Liquid to Customize the Looker User Experience,1
Getting Started with Microsoft OneDrive,1
Getting Started with Microsoft Word,1
Getting Started with Neo4J Enterprise on Google Cloud,1
Getting Started with Power BI Desktop,2
Getting Started with R,2
Getting Started with SAS Programming,2
Getting Started with Technology Startups,3
Getting Started with Ubuntu Linux,1
Getting There and Going Beyond,2
Getting Your Film off the Ground ,1
Getting and Cleaning Data,1
Getting started in cryo-EM,1
Getting started with Azure IOT Hub,1
Getting started with Firebase Cloud Firestore,1
Getting started with Flutter Development,1
Getting started with Google Workspace Specialization,1
Getting started with Microsoft Excel,1
Getting started with Microsoft Office 365,1
Getting started with PicMonkey for Small Businesses,1
Getting started with Prezi for small businesses,1
Getting started with Webpack,1
Git para desarrolladores que utilizan Github,1
Giving Feedback,1
Giving Helpful Feedback,1
Giving Sense to Your Leadership Experience,3
Global Adolescent Health,2
Global Arctic,2
Global Challenges in Business Specialization,1
