Course Title,Rating
Social Work Practice: Advocating Social Justice and Change,2
Social and Economic Networks:  Models and Analysis,4
Software Architecture,1
Software Architecture Patterns for Big Data,2
Software Architecture for Big Data Specialization,2
Software Defined Networking,4
Software Design and Architecture Specialization,2
Software Developer Career Guide and Interview Preparation,1
Software Development Lifecycle Specialization,4
Software Development Processes and Methodologies,1
Software Engineering Specialization,1
Software Engineering Tools and Practices Specialization,1
Software Engineering: Modeling Software Systems using UML,1
Software Processes and Agile Practices,1
Software Product Management Capstone,2
Software Product Management Specialization,4
Software Security for Web Applications,1
Software Testing and Automation Specialization,2
Solar Energy Basics,1
"Solar Energy Codes, Permitting and Zoning",1
Solar Energy System Design,1
Solar Energy Systems Overview,1
Solar Energy and Electrical System Design,1
"Solar Energy for Engineers, Architects and Code Inspectors Specialization",1
Solución de problemas y toma de decisiones,1
Solve Business Problems with AI and Machine Learning,1
Solving Problems with Creative and Critical Thinking,1
Songwriting: Writing the Lyrics,1
Songwriting: Writing the Music,1
"Songwriting: Writing, Arranging, and Producing Music Specialization",1
Sonidos digitales: síntesis y procesamiento en el computador,1
Soporte de Tecnologías de la Información de Google Professional Certificate,4
Sort and Filter Data in SQL using MySQL Workbench,1
Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,2
Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,1
Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,1
Sound and Sonification Design for Interactive Learning Tools,2
Sound the Alarm: Detection and Response,2
South Asian Religions & Ecology,1
Space Medicine,2
Space Safety,1
Space is Everywhere,2
Spacecraft Dynamics Capstone: Mars Mission,1
Spacecraft Dynamics and Control Specialization,3
Spacecraft Formation Flying and Control Capstone Project,1
Spacecraft Formation Relative Orbits Specialization,1
Spacecraft Relative Motion Control,1
Spacecraft Relative Motion Kinematics and Kinetics,1
Spanish for Successful Communication in Healthcare Settings,1
"Spark, Hadoop, and Snowflake for Data Engineering",3
Spatial Analysis and Satellite Imagery in a GIS,2
Spatial Data Science and Applications,1
Speaking and Presenting: Conversation Starters,1
Speaking and Presenting: Pitches and Persuasion,1
Speaking and Presenting: Poise,1
Speaking and Presenting: Tact,1
Speaking to Inspire: Ceremonial and Motivational Speeches,1
Speaking to a Technical Group,1
Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,1
Speaking to persuade: Motivating audiences with solid arguments and moving language,1
Specialized Models: Time Series and Survival Analysis,2
Specialty Topics: Biology Across Disciplines,1
Speech to Text Transcription with the Cloud Speech API,1
Splunk Administration and Advanced Topics,1
Splunk Knowledge Manager 101,1
Splunk Search Expert 101,2
Splunk Search Expert 102,1
Splunk Search Expert 103,1
Splunk Search Expert Specialization,2
Sports Marketing,1
Sports Performance Analytics Specialization,2
Sports Turf Management: Best Practices,1
Sports and Building Aerodynamics,1
Sports and Society,2
Spreadsheets for Beginners using Google Sheets,1
Spring Framework Specialization,2
Stability and Capability in Quality Improvement,1
Stakeholder Management  ,1
Stanford Introduction to Food and Health,2
Stanford's Short Course on Breastfeeding,1
Start Your API Testing Journey With Postman Tool,1
"Start the UX Design Process: Empathize, Define, and Ideate",1
Starting Your Career with AWS Cloud Specialization,1
Startup Valuation Methods,1
State Estimation and Localization for Self-Driving Cars,3
Static Routing Configuration Using Packet Tracer,1
Statistical Analysis with R for Public Health Specialization,4
Statistical Inference and Hypothesis Testing in Data Science Applications,3
Statistical Inference for Estimation in Data Science,2
Statistical Learning for Data Science Specialization,2
Statistical Mechanics: Algorithms and Computations,1
Statistical Modeling for Data Science Applications Specialization,2
Statistical Molecular Thermodynamics,1
Statistical Thermodynamics Specialization,1
Statistical Thermodynamics: Molecules to Machines,1
Statistics For Data Science,1
"Statistics and Data Analysis with Excel, Part 1",1
Statistics for Data Science with Python,3
Statistics for Genomic Data Science,2
Statistics for International Business,1
Statistics with Python Specialization,2
Statistics with SAS,3
Steigere dein Instagram Business mit Influencer Marketing,1
Steigere den Zugriff auf dein Instagram Business Profil,1
Storage in Azure,1
Stories of Infection,1
Story and Narrative Development for Video Games,2
Storying the Self for Leadership and Creativity Specialization,1
Storying the Self: (Re)Claiming our Voices,1
Storying the Self: How Stories Shape our Identities,1
Storying the Self: Telling our Stories,1
Storytelling and influencing: Communicate with impact,4
Storytelling with Kumu,1
Storytelling y medios digitales,1
Strategic Business Analytics Specialization,2
Strategic Career Self-Management,1
Strategic Communication Campaigns Specialization,1
Strategic Customer Relationship Management & Sales Technique Specialization,1
Strategic Innovation: Managing Innovation Initiatives,1
Strategic Leadership and Management Capstone,1
Strategic Leadership and Management Specialization,3
"Strategic Leadership: Impact, Change, and Decision-Making Specialization",5
Strategic Management,1
Strategic Management and Innovation Specialization,1
Strategic Management for Churches,1
Strategic Organization Design,1
Strategic Planning and Execution,1
Strategic Sales Management Specialization,1
Strategic Self-Marketing and Personal Branding,1
Strategic Technology Management Specialization,1
Strategic Thinking,1
Strategic Thinking for Everyone Specialization,1
Strategies for Assisted Living Communities during COVID-19,1
Strategies for Converting and Retaining Customers Online,1
Strategies for Senior Housing Communities during COVID-19,2
Strategies for Success in your Music Career,2
Strategies for winning. Meteorology in a round the world regatta ,1
Strategising: Management for Global Competitive Advantage Specialization,1
Strategy and Finance for the lifecycle of a Social Business Specialization,1
Strategy and Sustainability,2
Streaming HL7 to FHIR Data with Healthcare API,2
Streamline Business Processes with Swimlanes in Miro,1
Streamline User Experience Flow with Sitemaps in Miro,1
Street Experiments for Sustainable and Resilient cities,2
Strengthening Your Widening Network ,1
Strengthening territorial response for better health,1
Stress First Aid for Healthcare Workers: A Peer Support Tool,1
Structural Racism: Causes of Health Inequities in the U.S.,1
Structure: Building the Frame for Business Growth,1
Structured Approach to Problem Solving,1
Structured Query Language (SQL) using SAS ,1
Structuring Machine Learning Projects,2
Structuring Values in Modern China,3
Strömungsimulation einer Kreiselpumpe,1
Student Self-Assessment with Microsoft Word,2
Student Success Specialization,1
Study Designs in Epidemiology,2
Studying Cities: Social Science Methods for Urban Research,2
Studying at Japanese Universities,1
Subsistence Marketplaces,1
Success,3
Success with Integrity: Business Ethics Foundation,1
Successful Career Development,1
Successful Negotiation: Essential Strategies and Skills,2
Suffering and the Human Condition,2
Suicide Prevention,2
Summary Statistics in Public Health ,2
Superbosses: Managing Talent & Leadership,1
Supervised Machine Learning: Regression,1
Supervised Machine Learning: Regression and Classification ,2
Supervision du raisonnement clinique,1
Suporte em TI do Google Professional Certificate,2
Supply Chain Analytics Specialization,3
Supply Chain Excellence Specialization,1
Supply Chain Finance and Blockchain Technology Specialization,1
Supply Chain Logistics,2
Supply Chain Management Specialization,2
Supply Chain Management for E-commerce,1
Supply Chain Management: A Learning Perspective ,2
Supply Chain Operations,1
Supply Chain Planning,4
Supply Chain Principles,2
Support Interactive Learning with Genially,1
Supporting Clients,3
Supporting Families and Caregivers,1
Supporting Parents of a Newborn Baby,1
Supporting Veteran Success in Higher Education,1
"Surveillance Systems: Analysis, Dissemination, and Special Systems",2
Surveillance Systems: The Building Blocks,1
Survey Data Collection and Analytics  Specialization,4
Survival Analysis in R for Public Health,1
Sustainability Analyst Fundamentals Specialization,4
Sustainability Challenges for the Planet and Employers,1
"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",1
Sustainability through Soccer: Systems-Thinking in Action,1
Sustainable Agricultural Land Management,1
Sustainable Building: Design and Specification,1
Sustainable Business Enterprises,1
"Sustainable Business: Big Issues, Big Changes",2
Sustainable Cities Specialization,1
Sustainable Cities and Communities Specialization,2
Sustainable Construction in a Circular Economy,1
Sustainable Consumption and Health,2
Sustainable Development - Ideas and Imaginaries,1
Sustainable Development in the 21st Century with Ban Ki-moon,2
Sustainable Digital Innovation,1
Sustainable Fashion,1
Sustainable Food Production Through Livestock Health Management,1
Sustainable Food Systems,3
Sustainable Neighborhoods,1
"Sustainable Regional Principles, Planning and Transportation",1
Sustainable Tourism – promoting environmental public health,1
Sustainable Transportation Networks and Streetscapes,1
Sustainable Urban Regeneration,2
Sustainable Urban Water Systems,1
Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia  ,1
Sustainable high-end tourism,3
Sustentabilidad y Economías Sociales,2
Sustentabilidad: los desafíos desde Latinoamérica,1
Swift 5 iOS Application Developer Specialization,2
Symmetric Cryptography,1
Symptom Management in Palliative Care,1
"Synapses, Neurons and Brains ",2
Systematic Creative Thinking: Tools for Success,1
Systems Biology and Biotechnology Capstone,1
Systems Biology and Biotechnology Specialization,3
Systems Engineering,1
Systems Science and Obesity,3
Systems Thinking In Public Health,1
Systems and Application Security,1
Systèmes d’Information Géographique - Partie 1,1
Systèmes d’Information Géographique - Partie 2,1
Szemléletváltás,1
Sécurité informatique et dangers du numérique,1
"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",1
TCP/IP and Advanced Topics,2
TDD – Desenvolvimento de Software Guiado por Testes,1
TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices,1
THINK GLOBAL:  TEACHERS TRAINING COURSE (IDP-ICE),1
Tableau Business Intelligence Analyst  Professional Certificate,2
"Taiwan Law in Focus: Economy, Society and Democracy",3
Take Action: From Protest to Policy,2
Take the Lead on Healthcare Quality Improvement,2
Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII),1
Talend Data Integration Certification Preparation training,1
Talent Acquisition,1
Tally Bookkeeper Professional Certificate,2
Taxation of Business Entities I: Corporations,1
Taxation of Business Entities II: Pass-Through Entities,1
Teach English Now! Capstone Project 1,2
Teach English Now! Foundational Principles,2
Teach English Now! Lesson Design and Assessment,2
Teach English Now! Theories of Second Language Acquisition,2
"Teacher SEL: Programs, Possibilities, and Contexts",2
Teaching Character and Creating Positive Classrooms ,2
Teaching Children with Visual Impairment: Creating Empowering Classrooms,2
Teaching EFL/ESL Reading: A Task Based Approach,2
Teaching Impacts of Technology in K-12 Education Specialization,2
"Teaching Impacts of Technology: Data Collection, Use, and Privacy",1
Teaching Impacts of Technology: Fundamentals,2
Teaching Impacts of Technology: Relationships,1
Teaching Impacts of Technology: Workplace of the Future,1
Teaching Infographics with Genially,2
Teaching LGBTQ+ Health,1
Teaching Popular Music in the Classroom,2
Teaching Reluctant Writers,1
Teaching Science at University,1
Teaching Texts and Forms,1
Teaching Writing Process,2
Teaching Writing Specialization,2
Teaching and Assessing Clinical Skills,1
Teaching in University Science Laboratories (Developing Best Practice),3
Teaching the Violin and Viola: Creating a Healthy Foundation,2
"Teaching with Art: Using Inquiry, Activities, and Themes Specialization",1
Teaching with Google Classroom,1
Teamwork Skills: Communicating Effectively in Groups,2
Tech Support Career Guide and Interview Preparation,1
Technical Communication Specialization,1
Technical Managerial Written Skills,1
Technical Support Fundamentals,3
Techniques of Design-Oriented Analysis,1
"Technology Commercialization, Part 1: Setting up your Idea Filtering System",1
Tecnología como facilitador en soluciones de Telemedicina,1
Tecnología musical con software libre Specialization,2
Tecnología musical con software libre: Proyecto final,1
Tecnologías para la Innovación Educativa,2
Telehealth Best Practices and Uses,1
TensorFlow 2 for Deep Learning Specialization,2
TensorFlow on Google Cloud,1
TensorFlow: Advanced Techniques Specialization,2
TensorFlow: Data and Deployment Specialization,2
Teoria Musical,1
Term-Structure and Credit Derivatives ,1
Terraform Basics: Automate Provisioning of AWS EC2 Instances,1
Terraform Fundamentals,1
Terraform for absolute beginners,1
Terrorism and Counterterrorism: Comparing Theory and Practice,2
Tesoros de la Física y sus Descubridores I,1
Test-Driven Development Project: Random Person Generator,1
Testing for Web Accessibility With Accessibility Insights,1
Text Marketing Analytics Specialization,2
Text Mining and Analytics,4
Text Retrieval and Search Engines,2
"Textual Elements of Design: Fonts, Typography, and Spacing",1
The 360º Corporation: Tools for Achieving Corporate Purpose,1
The ABC of sustainability ,3
The AI Awakening: Implications for the Economy and Society,1
The AI Ladder: A Framework for Deploying AI in your Enterprise,1
The Addicted Brain,1
The Age of Sustainable Development,1
"The American South: Its Stories, Music, and Art",1
The Ancient Greeks,1
The Art and Science of Economic Policy,2
The Art of Music Production,1
The Art of Negotiation,1
The Art of Visual Storytelling Specialization,1
The Art of Vocal Production,1
The Art of the Job Interview,1
The Arts and Science of Relationships: Understanding Human Needs,7
The Bash Shell and Basic Scripting in Linux,1
The Basics of Libertarian Free Will,1
The Basics of Rocket Science,1
The Basics of Trauma Surgery,1
The Beauty of Kunqu Opera,1
"The Bible's Prehistory, Purpose, and Political Future",1
The Big Stuff: Evolution and Ecology,1
The Bilingual Brain,1
The Bits and Bytes of Computer Networking,1
The Blues: Understanding and Performing an American Art Form,1
The Brain and Space,1
The Business of Cybersecurity Capstone,1
The Business of Health Care Specialization,2
The Business of Music Production Specialization,2
The Business of Product Management I,2
The Business of Product Management II,1
The Business of Social,1
"The Business, Politics, Policy, & Players of Space Programs",2
"The Career Design Lab: Change your Job, Change your Life",1
The Challenges of Modern Caregiving,2
The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,1
The Changing Status and Perception of Animals,2
The City and You: Find Your Best Place,2
The Classical Linear Regression Model,2
The Construction Industry: The Way Forward,1
The Cosmopolitan Medieval Arabic World,1
The Critical Role of IT Support Staff in Healthcare,1
The Cybersecurity Culture Blueprint: A Proactive Approach,1
The Cycle: Management of Successful Arts and Cultural Organizations,1
The DIY Musician Specialization,1
The Data Science of Health Informatics,3
The Data Scientist’s Toolbox,2
The Digital Marketing Revolution,1
The Discipline of Leadership,1
The Discovery of the Higgs Boson,1
The Diversity of Exoplanets,1
The Dynamic Earth: A Course for Educators,1
The Econometrics of Time Series Data,2
The Economics of AI,2
The Economics of Agro-Food Value Chains,2
The Economics of Health Care Delivery,1
"The Effect of Fires on People, Property and the Environment",2
"The Emergence of Oncofertility (Past, Present & Future)",1
The Emergence of the Modern Middle East - Part I,1
The Emergence of the Modern Middle East - Part II,1
The Engineering of Structures Around Us Specialization,1
The Epistemic Quest for Truth: Introduction to epistemology,1
The Evolving Universe,1
The Fall and Rise of Jerusalem,1
The Final Solution to the Jewish Question,2
The Finite Element Method for Problems in Physics,3
The Foundations of Cybersecurity,1
The French Revolution,1
The Full Stack,2
The Fundamentals of Personal Finance Specialization,2
The Fundamentals of RDMA Programming,1
The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,1
The Future of Payment Technologies,1
The GRC Approach to Managing Cybersecurity,2
The Global Financial Crisis,2
The Growth Mindset,2
The Harder Side of Science Communication ,2
"The Heart, Blood, and Lungs",1
"The History of Medicine: Philosophy, Science, and Psychology",1
The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,1
The History of Modern Israel - Part I: From an Idea to a State,1
The History of Rocket Science,1
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",1
The Holocaust - An Introduction (II): The Final Solution,1
The Holocaust through the Perspective of Primary Sources,1
The Holocaust: The Destruction of European Jewry,1
The Horse Course: Introduction to Basic Care and Management,1
The Human Body's Communication Systems,1
The Importance and Power of Music in our Society,2
The Influence of Social Context on Health,3
The Influence of Social Determinants on Health Specialization,4
The Integration of Art and Science in Modern Dental Medicine Specialization,1
The Intel® AI Value,1
"The Journey to Diversity, Inclusion and Belonging Specialization",1
The Kennedy Half Century,1
The Korean Economic Development,2
The Language of Design: Form and Meaning,3
"The Little Stuff: Energy, Cells, and Genetics",1
The Making of Modern Ukraine,1
The Making of US Foreign Policy,2
The Manager's Toolkit: A Practical Guide to Managing People at Work,2
The Materiality of ESG Factors Specialization,3
The Meat We Eat,1
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)",1
"The Modern World, Part One: Global History from 1760 to 1910",1
"The Modern World, Part Two: Global History since 1910",1
The Modern and the Postmodern (Part 1),1
The Modern and the Postmodern (Part 2),1
The Music of the Beatles,1
"The Music of the Rolling Stones, 1962-1974",1
The Nature of Data and Relational Database Design,1
The Nature of Genius,1
The Need for Systems Engineering,3
The Neuromarketing Toolbox,1
The Neuroscience of Leading High-Performance Teams,3
The Neuroscience of Leading Transformational Organizations,1
The Neuroscience of Personal Excellence,3
The New Nordic Diet - from Gastronomy to Health ,1
The Newborn Assessment,1
The North Awakens,1
The Nurse's Toolkit,1
The Nuts and Bolts of Machine Learning,2
The Oral Cavity: Portal to Health and Disease,1
The Outcomes and Interventions of Health Informatics,1
The Path to Insights: Data Models and Pipelines,1
"The People, Power, and Pride of Public Health",1
The Physics of Emergence: Introduction to Condensed Matter Specialization,1
The Piano Sonata: Beethoven and the Romantics,1
The Piano Sonata: Origins to Mozart,1
The Piano Sonata: Russian and 20th-21st Century Composers,1
The Place of Music in 21st Century Education,1
The Politics of Skepticism,1
"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",3
The Power of Statistics,2
The Principles of Real Estate,1
The Psychology of Thrill Seekers,1
The Road to Autonomy: Exploring EV Technologies,1
The Role of the Media ,2
The Rooseveltian Century,1
The Science of Gastronomy,1
The Science of Generosity: Do Good...Feel Good,3
The Science of Movement  Specialization,1
The Science of Stem Cells,1
The Science of Success: What Researchers Know that You Should Know,5
The Science of Training Young Athletes,1
The Science of Well-Being,4
The Science of Well-Being for Teens,4
The Science of the Solar System,2
The Singer Songwriter Specialization,1
"The Skin, Bones, and Muscles",1
The Social Context of Mental Health and Illness,5
The Social Dimensions of Antimicrobial Resistance,2
The Social and Technical Context of Health Informatics,3
The Softer Side of Science Communication,2
The Strategy of Content Marketing,1
The Sun and the Total Eclipse of August 2017,1
The Sustainability Imperative,2
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",5
The Talmud: A Methodological Introduction,1
The Teacher and Social and Emotional Learning (SEL) Specialization,3
The Teacher's Social and Emotional Learning,2
The Technology of Music Production,1
The Truth About Cats and Dogs,2
The Unix Workbench,1
The Water Cycle,1
The Worldview of Thomas Berry:  The Flourishing of the Earth Community,1
The exposome: cracking the science about what makes us sick,2
The fundamentals of hotel distribution,1
The hidden value – Lean in manufacturing and services,1
Theatre and Globalization,1
Theory of Angular Momentum,1
Thermodynamique : applications,1
Thermodynamique : fondements,1
Think Again I: How to Understand Arguments,1
Think Again II: How to Reason Deductively,1
Think Again III: How to Reason Inductively,1
Think Again IV: How to Avoid Fallacies,1
Think Outside the Inbox: Email Marketing,1
Think like a CFO Specialization,1
Thinking About Care,2
Thomas Berry的世界观：地球社区的繁荣 (The Worldview of Thomas Berry: The Flourishing of the Earth Community),1
Thought Experiments: An introduction to philosophy,1
Threat Analysis,1
Threat Investigation,1
Threat Response,1
Thriving 101: Designing a Fulfilling Life & Career,1
Tidyverse Skills for Data Science in R Specialization,2
Time Series Analysis (ARIMA) with R,2
"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.",2
Tinkering Fundamentals: Circuits,1
Tinkering Fundamentals: Motion and Mechanisms,1
Titanic Survival Prediction Using Machine Learning,1
"Tobacco & Nicotine: Public Health, Science, Policy, and Law",1
Toma de decisiones y gobernanza del riesgo de desastres,1
Tools and Practices for Addressing Pandemic Challenges,1
Tools and Techniques for Managing Stress,1
Tools for Data Science,2
Tools for Exploratory Data Analysis in Business,1
Tools of the Trade: Linux and SQL,2
Topics in Applied Econometrics,2
Total Data Quality Specialization,2
Touring 101 for Musicians,1
Toxicology 21: Scientific Applications,1
"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional ",3
Trabajar con datos en Android,1
Trabajar para ser feliz,1
Trade & investment:  evidence-based policies for development,2
"Trade, Immigration and Exchange Rates in a Globalized World",2
Trademark Law,2
Trading Basics,1
Trading Strategies in Emerging Markets Specialization,2
Traditional herbal medicine in supportive cancer care: From alternative to integrative,1
Train Machine Learning Models,1
Training and Learning Online,1
Training and Learning Programs for Volunteer Community Health Workers,1
Traitement d'images : analyse fréquentielle et multi-échelle,1
Traitement d'images : introduction au filtrage,1
Traitement d'images : segmentation et caractérisation,1
"Transferencia de momentum, calor y masa computacional",1
Transferencia tecnológica: De la investigación al mercado.,2
Transformación digital de Gobiernos Specialization,3
Transformation of the Global Food System,1
Transformer Models and BERT Model,1
Transforming Business: Valuing social and human capital ,1
Transforming the Fashion Business Specialization,2
Transgender Medicine for General Medical Providers,1
Transiciones energéticas y ecológicas en los países del Sur,1
Transistor - Field Effect Transistor and Bipolar Junction Transistor,1
Transitions in Care from Survivorship to Hospice,1
Transição energética e ecológica em países do sul,1
Translating Basic Research into Research for Humans ,1
Translating Research to Communities ,1
Translating Research to Healthcare Policy ,1
Translating Research to Patients,1
Translation in Practice,1
Translational Science  Specialization,1
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",1
Transmedia Writing,1
Transmission electron microscopy for materials science,3
Transmitting and Fighting Infectious Diseases,1
"Transportation, Sustainable Buildings, Green Construction",1
Transportes e Logística,1
Tratando los síntomas urinarios por HPB,1
Trauma Emergencies and Care,1
Trees and Graphs: Basics,2
Trigonometría y geometría analítica,1
Tropical Forest Landscapes 101: Conservation & Restoration,4
"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",1
Troubles du spectre de l'autisme : biologie et neurosciences,1
Troubles du spectre de l'autisme : diagnostic,1
Troubles du spectre de l'autisme : interventions,1
Troubleshooting and Debugging Techniques,1
Trustworthy AI for Healthcare Management,1
Trustworthy Generative AI,1
Try RRI! A guide for Responsible Research and Innovation,1
Tu consultorio de Coaching en las ondas,1
Turn Ethical Frameworks into Actionable Steps,3
Two-Phase Pipe Hydraulics and Pipe Sizing,1
TypeScript Operators,1
Técnicas Microscópicas de Caracterización ,1
U.S. Federal Taxation Specialization,1
U.S. Health Law Fundamentals,1
U.S. Taxation of International Transactions,1
U101: Understanding College and College Life,2
UCI Project Management Professional Certificate,1
UI / UX Design Specialization,3
US Social Services Compared,2
US Social Services: Where did they come from?,2
UX / UI: Fundamentos para o design de interface,3
UX Design Fundamentals,1
UX Design: From Concept to Prototype,1
"UX Research at Scale: Surveys, Analytics, Online Testing",1
Ubiquitous Learning and Instructional Technologies,2
"Ukraine: History, Culture and Identities",1
Un carnet interculturel pour une mobilité universitaire,1
Una aproximación a la química del carbono,1
Uncertainty and Research,2
Uncommon Sense Teaching,4
Uncommon Sense Teaching Specialization,2
"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning",3
Uncommon Sense Teaching: Teaching Online,2
Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,2
Understanding Basic SQL Syntax ,1
Understanding Cancer Metastasis,1
"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",3
"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",1
Understanding Clinical Research: Behind the Statistics,1
Understanding Corporate Communications,1
Understanding Einstein: The Special Theory of Relativity,3
Understanding Europe: Why It Matters and What It Can Offer You,3
Understanding Financial Markets,2
Understanding Financial Statements: Company Performance,1
Understanding Financial Statements: Company Position,1
Understanding Food Labels and Portion Sizes,1
Understanding Korean Politics,2
Understanding Medical Research: Your Facebook Friend is Wrong,4
Understanding Memory: Explaining the Psychology of Memory through Movies,2
Understanding Modern Physics I: Relativity and Cosmology,1
Understanding Modern Physics II: Quantum Mechanics and Atoms,1
Understanding Modern Physics III: Simplicity and Complexity,2
Understanding Obesity,1
Understanding Patient Perspectives on Medications,1
Understanding Plants - Part I: What a Plant Knows,2
Understanding Plants - Part II: Fundamentals of Plant Biology,2
Understanding Political Concepts,3
Understanding Prostate Cancer,1
Understanding Psychosis,2
Understanding Research Methods,2
Understanding Violence,2
Understanding and Managing the Stresses of Police Work,1
Understanding and Strengthening Health Systems,1
Understanding and Visualizing Data with Python,2
Understanding child development: from synapse to society,2
Understanding economic policymaking,2
Understanding the Australian economy: An introduction to macroeconomic and financial policies,2
Understanding the Brain: The Neurobiology of Everyday Life,4
Understanding the Enterprise Systems Environment,3
Understanding the Music Business: What is Music Worth?,2
Understanding the U.S. Healthcare Landscape,1
Unethical Decision Making in Organizations,1
Unity and C# basics,1
Unity para principiantes: animación de videojuegos,1
Universal Theories,1
University Studies for Student Veterans,1
University Teaching,2
Unix System Basics,1
Unix and Bash for Beginners Specialization,1
"Unión Europea: Historia, Instituciones y Políticas",2
Unleash Student Creativity with Buncee ,1
Unordered Data Structures,2
Unraveling the Cycling City,3
Unravelling solutions for Future Food problems,1
"Unsupervised Learning, Recommenders, Reinforcement Learning",3
Urban Air Mobility,5
Urban Climate Governance: Towards 1.5° Celsius Alignment,1
"Urban Nature: Connecting Cities, Sustainability and Innovation",1
Urbanisation and Health - Promoting  Sustainable Solutions,1
Usable Security,1
Use Bash Scripting on Linux to Execute Common commands,1
Use Buncee for Online Teaching,1
Use Google Forms with Google Sheets,1
Use Menus to Process Simple Personal Data in JavaFX,1
Use Microsoft PowerPoint to Create a Visual Schedule,2
Use Power Automate & SharePoint to Automate Invoice Sending,1
Use Power Bi for Financial Data Analysis,1
Use Python Unit Test to Demonstrate TDD,1
Use Python to Create a Web Testing Bot,1
Use SharePoint & Power Virtual Agent to Create Smart Chatbot,1
Use Tableau for Your Data Science Workflow Specialization,1
Use Tableau for your Data Science Workflow,1
Use the Apache Spark Structured Streaming API with MongoDB,1
User Awareness and Education for Generative AI ,1
User Experience & Interaction Design for AR/VR/MR/XR,2
User Experience Research and Design Specialization,4
User Interface Design Specialization,1
Using APIs for Network Automation,1
Using Beam ML to catch Toxicity in Gaming,1
Using Data for Healthcare Improvement,1
Using Databases with Python,2
Using Google Forms for Student Success,2
Using Machine Learning in Trading and Finance,2
Using Microsoft PowerPoint to Create a Choice Board,2
Using Public Policy for Social Change,4
Using Python to Access Web Data,2
Using Python to Interact with the Operating System,1
Using Rapid Prototyping in the Engineering Design Process,1
Using Ruby on Rails with Cloud SQL for PostgreSQL on Cloud Run,1
Using Sensors With Your Raspberry Pi,1
Using Twitter for Business and Twitter Analytics,1
Using clinical health data for better healthcare,4
Using gsutil to Perform Operations on Buckets and Objects,1
Uso prudente de antimicrobianos en el entorno hospitalario,1
Usos didácticos del cine: Introducción al análisis,2
VLSI CAD Part I: Logic,1
VLSI CAD Part II: Layout,4
VPC Flow Logs - Analyzing Network Traffic,1
VR and 360 Video Production,2
Validate Data in Google Sheets,1
Validating Your Business Model with Innovator’s Canvas,1
Validity and Bias in Epidemiology,1
Valuation and Financial Analysis For Startups Specialization,1
Value Chain Management Specialization,3
Value Creation Through Innovation Specialization,1
Value and Business Decision Making,1
Value-Based Care Specialization,1
Value-Based Care: Capstone Project,1
Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System,1
Value-Based Care: Managing Processes to Improve Outcomes,1
Value-Based Care: Organizational Competencies,1
Value-Based Care: Population Health,1
Value-Based Care: Quality Improvement in Organizations,1
Value-Based Care: Reimbursement Models,1
Valuing nature and people to inform business decision-making,1
"Variable Selection, Model Validation, Nonlinear Regression",1
Ve a lo seguro: Gestiona los riesgos de seguridad,1
Vector Calculus for Engineers,1
Vers l'infiniment grand,1
Vers l'infiniment grand - Voyages de l'infiniment grand à l'infiniment petit,1
Vers l'infiniment petit,1
Vers l'infiniment petit - Voyages de l'infiniment grand à l'infiniment petit,1
Version Control,1
Version Control with Git,1
Vertex AI: Qwik Start,1
Villes africaines I: Introduction à la planification urbaine,2
Villes africaines: Environnement et enjeux de développement durable,2
Villes africaines: Mobilités et transports urbains,1
Violence Against Healthcare,3
Violences et religions,1
Violencias por razones de género,2
Viral Marketing and How to Craft Contagious Content,4
Virology and Epidemiology in the Time of COVID-19,3
Virtual Agent Development in Dialogflow CX for Citizen Devs,1
Virtual Agent Development in Dialogflow CX for Software Devs,1
Virtual Networks in Azure,1
Virtual Reality Specialization,2
Virtual Teacher Final Project,1
Virtual Teacher Specialization,3
"Virtualization, Docker, and Kubernetes for Data Engineering",1
"Visionary leadership, identity & motivation: Become a meaning maker",1
Visual Elements of User Interface Design,2
Visual Perception and the Brain,1
Visual Perception for Self-Driving Cars,1
Visualization for Data Journalism,2
